"id,Sleep Duration,Profession,Work Pressure,Academic Pressure,Study Satisfaction,Job Satisfaction,Dietary Habits"
"123207,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"123211,More than 8 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"123212,More than 8 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"123215,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Healthy"
"123217,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"123218,Less than 5 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"123222,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"123230,5-6 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"123231,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"123233,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"123234,7-8 hours,Student,0.0,1.0,4.0,0.0,Healthy"
"123238,More than 8 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"123242,7-8 hours,Student,0.0,4.0,5.0,0.0,Moderate"
"123244,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"123246,More than 8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"123247,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"123259,More than 8 hours,Teacher,0.0,3.0,1.0,0.0,Healthy"
"123272,7-8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"123282,More than 8 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"123293,5-6 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"123294,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"123298,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Moderate"
"123299,5-6 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"123305,More than 8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"123309,7-8 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"123317,More than 8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"123319,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"123321,7-8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"123337,More than 8 hours,Student,0.0,4.0,2.0,0.0,Healthy"
"123343,7-8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"123345,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"123353,7-8 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"123354,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"123356,More than 8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"123359,5-6 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"123367,5-6 hours,Student,0.0,4.0,4.0,0.0,Moderate"
"123370,More than 8 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"123382,More than 8 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"123385,5-6 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"123396,5-6 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"123403,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"123410,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"123413,More than 8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"123414,5-6 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"123415,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"123423,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"123431,More than 8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"123434,7-8 hours,Student,0.0,1.0,4.0,0.0,Healthy"
"123443,7-8 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"123445,5-6 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"123446,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"123461,More than 8 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"123467,7-8 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"123469,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"123474,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"123478,5-6 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"123499,More than 8 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"123502,5-6 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"123504,7-8 hours,Student,0.0,5.0,3.0,0.0,Healthy"
"123521,5-6 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"123529,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"123533,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"123538,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"123544,5-6 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"123552,7-8 hours,Student,0.0,2.0,1.0,0.0,Unhealthy"
"123566,7-8 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"123573,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"123581,More than 8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"123582,5-6 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"123583,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"123584,More than 8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"123586,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"123588,5-6 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"123593,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"123596,7-8 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"123619,7-8 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"123628,Less than 5 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"123632,7-8 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"123645,5-6 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"123649,More than 8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"123650,More than 8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"123656,5-6 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"123661,More than 8 hours,Student,0.0,1.0,3.0,0.0,Healthy"
"123662,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"123665,More than 8 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"123666,Less than 5 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"123668,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"123675,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"123682,More than 8 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"123687,5-6 hours,Student,0.0,4.0,1.0,0.0,Healthy"
"123688,7-8 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"123693,7-8 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"123697,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"123701,5-6 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"123708,More than 8 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"123710,7-8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"123716,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"123718,More than 8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"123734,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"123735,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"123748,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"123750,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"123751,More than 8 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"123770,5-6 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"123774,More than 8 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"123776,5-6 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"123780,More than 8 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"123789,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"123791,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"123792,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"123796,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"123798,5-6 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"123805,Less than 5 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"123811,More than 8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"123813,More than 8 hours,Student,0.0,2.0,3.0,0.0,Healthy"
"123819,More than 8 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"123840,More than 8 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"123844,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"123854,5-6 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"123863,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"123866,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"123870,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"123871,7-8 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"123874,More than 8 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"123876,More than 8 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"123882,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"123889,5-6 hours,Student,0.0,4.0,1.0,0.0,Healthy"
"123893,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"123897,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"123910,5-6 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"123924,More than 8 hours,Student,0.0,1.0,4.0,0.0,Healthy"
"123936,7-8 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"123954,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"123958,More than 8 hours,Student,0.0,4.0,2.0,0.0,Healthy"
"123960,5-6 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"123963,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"123970,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"123971,7-8 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"123980,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"123988,More than 8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"123997,Less than 5 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"124000,7-8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"124003,More than 8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"124005,More than 8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"124010,7-8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"124016,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"124017,7-8 hours,Student,0.0,4.0,2.0,0.0,Healthy"
"124018,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Healthy"
"124027,5-6 hours,Student,0.0,2.0,1.0,0.0,Healthy"
"124032,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"124033,More than 8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"124037,More than 8 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"124038,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"124044,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"124045,More than 8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"124055,More than 8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"124060,7-8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"124061,5-6 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"124075,More than 8 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"124081,More than 8 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"124091,7-8 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"124096,5-6 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"124101,5-6 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"124103,More than 8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"124104,7-8 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"124112,7-8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"124126,More than 8 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"124128,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"124132,7-8 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"124134,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"124136,7-8 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"124141,More than 8 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"124153,5-6 hours,Student,0.0,4.0,4.0,0.0,Moderate"
"124168,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"124177,7-8 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"124185,7-8 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"124189,7-8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"124198,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Healthy"
"124202,7-8 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"124205,5-6 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"124209,7-8 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"124212,7-8 hours,Student,0.0,5.0,5.0,0.0,Moderate"
"124219,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Moderate"
"124220,More than 8 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"124221,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"124223,7-8 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"124230,5-6 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"124233,More than 8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"124234,5-6 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"124235,5-6 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"124237,7-8 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"124241,5-6 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"124242,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"124246,More than 8 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"124248,7-8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"124250,Less than 5 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"124261,More than 8 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"124263,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"124269,5-6 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"124271,5-6 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"124276,7-8 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"124279,More than 8 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"124280,7-8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"124281,7-8 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"124282,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Moderate"
"124285,5-6 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"124308,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"124309,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"124310,7-8 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"124320,More than 8 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"124328,5-6 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"124331,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"124334,More than 8 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"124336,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Healthy"
"124338,5-6 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"124346,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"124356,7-8 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"124359,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"124360,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"124361,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"124370,More than 8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"124373,More than 8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"124375,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"124390,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"124391,7-8 hours,Student,0.0,1.0,2.0,0.0,Unhealthy"
"124403,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"124408,5-6 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"124411,7-8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"124414,More than 8 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"124421,Less than 5 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"124433,5-6 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"124434,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"124437,Less than 5 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"124438,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"124439,7-8 hours,Student,0.0,4.0,2.0,0.0,Healthy"
"124442,More than 8 hours,Student,0.0,2.0,1.0,0.0,Moderate"
"124445,5-6 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"124448,5-6 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"124458,7-8 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"124462,More than 8 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"124464,More than 8 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"124474,More than 8 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"124481,7-8 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"124482,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"124484,7-8 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"124497,5-6 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"124499,5-6 hours,Student,0.0,2.0,1.0,0.0,Unhealthy"
"124503,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"124504,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"124510,7-8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"124512,7-8 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"124521,7-8 hours,Student,0.0,1.0,3.0,0.0,Healthy"
"124524,7-8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"124526,More than 8 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"124527,5-6 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"124538,7-8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"124539,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Moderate"
"124542,7-8 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"124547,More than 8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"124551,7-8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"124555,More than 8 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"124558,5-6 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"124560,Less than 5 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"124564,5-6 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"124573,7-8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"124576,More than 8 hours,Student,0.0,2.0,4.0,0.0,Healthy"
"124582,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"124592,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"124593,More than 8 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"124596,7-8 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"124598,More than 8 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"124599,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"124610,5-6 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"124612,5-6 hours,Student,0.0,2.0,4.0,0.0,Healthy"
"124615,7-8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"124616,5-6 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"124624,5-6 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"124631,More than 8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"124637,7-8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"124639,7-8 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"124640,Less than 5 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"124649,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"124660,More than 8 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"124666,More than 8 hours,Student,0.0,4.0,2.0,0.0,Healthy"
"124667,More than 8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"124668,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"124677,More than 8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"124686,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"124688,5-6 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"124690,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"124698,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"124705,More than 8 hours,Student,0.0,1.0,4.0,0.0,Healthy"
"124707,5-6 hours,Student,0.0,4.0,2.0,0.0,Healthy"
"124727,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"124741,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"124747,More than 8 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"124753,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Healthy"
"124756,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"124763,7-8 hours,Student,0.0,4.0,5.0,0.0,Healthy"
"124766,7-8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"124771,7-8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"124776,7-8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"124788,More than 8 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"124804,5-6 hours,Student,0.0,4.0,1.0,0.0,Healthy"
"124805,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"124813,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"124817,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"124819,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"124820,More than 8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"124821,5-6 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"124823,More than 8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"124828,7-8 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"124829,7-8 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"124836,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"124837,5-6 hours,Student,0.0,4.0,2.0,0.0,Healthy"
"124839,7-8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"124850,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Moderate"
"124858,7-8 hours,Student,0.0,4.0,5.0,0.0,Moderate"
"124878,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"124886,More than 8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"124890,7-8 hours,Student,0.0,4.0,5.0,0.0,Healthy"
"124894,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"124895,More than 8 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"124914,7-8 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"124915,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"124918,7-8 hours,Student,0.0,4.0,1.0,0.0,Healthy"
"124922,5-6 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"124927,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"124929,7-8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"124930,More than 8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"124934,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"124935,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"124937,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"124938,5-6 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"124942,7-8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"124943,5-6 hours,Student,0.0,2.0,4.0,0.0,Healthy"
"124947,5-6 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"124948,More than 8 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"124952,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"124953,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Healthy"
"124967,5-6 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"124969,More than 8 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"124973,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"124975,More than 8 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"124977,More than 8 hours,Student,0.0,2.0,1.0,0.0,Unhealthy"
"124985,7-8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"124988,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"124992,5-6 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"125002,5-6 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"125003,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"125005,5-6 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"125014,5-6 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"125023,More than 8 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"125025,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"125029,5-6 hours,Student,0.0,1.0,4.0,0.0,Healthy"
"125035,More than 8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"125036,More than 8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"125038,7-8 hours,Student,0.0,1.0,2.0,0.0,Healthy"
"125045,7-8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"125046,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"125047,7-8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"125048,7-8 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"125051,5-6 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"125059,7-8 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"125063,7-8 hours,Student,0.0,1.0,5.0,0.0,Healthy"
"125069,More than 8 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"125073,More than 8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"125075,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"125095,7-8 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"125098,More than 8 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"125105,7-8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
